"종류","문제","보기1","보기2","보기3","보기4","정답","해설"
"mcq","일기예보에서 '내일 강수확률 60%'라고 발표했다면 그 의미는 무엇일까요?","하루 24시간 중 60%의 시간 동안 비가 내린다.","내일 비가 내릴 가능성이 60%이다.","해당 지역 면적의 60%에 비가 내린다.","내일 총 60mm의 비가 내린다.","내일 비가 내릴 가능성이 60%이다.","강수확률은 과거 동일한 기상 조건이었을 때, 그 지역에 1mm 이상의 강수가 100번 중 60번 발생했다는 의미다."
"mcq","세계기상기구(WMO)가 기상 업무의 국제적인 협력과 중요성을 알리기 위해 제정한 '세계 기상의 날'은 매년 언제인가요?","3월 23일","4월 22일","6월 5일","9월 16일","3월 23일","1950년 3월 23일 세계기상기구 조약이 발효된 것을 기념하기 위해 매년 이 날을 세계 기상의 날로 지키고 있다."
"mcq","태양의 빛 에너지를 모터 등 기계 장치 없이 태양 전지판을 이용해 직접 전기로 변환시키는 발전 방식은 무엇인가요?","태양열 발전","태양광 발전","풍력 발전","조력 발전","태양광 발전","태양의 빛을 이용하는 것은 태양광 발전, 태양의 열을 모아 물을 끓여 터빈을 돌리는 것은 태양열 발전이다."
"mcq","몽골이나 중국 북부의 사막 지대에서 발생한 미세한 흙먼지가 편서풍을 타고 날아오는 '황사' 현상이 우리나라에 가장 많이 나타나는 계절은 언제인가요?","봄","여름","가을","겨울","봄","봄철에는 발원지가 매우 건조하고 해빙되면서 흙먼지가 부서지기 쉬워 황사가 가장 자주 발생한다."
"mcq","어렵고 딱딱할 수 있는 기상 현상과 날씨 정보를 국민들에게 친근하게 전달하기 위해 만들어진 우리나라 기상청의 캐릭터 이름은 무엇인가요?","기상이","날씨돌이","구름이","비구름 요정","기상이","기상이는 기상청을 대표하는 마스코트로 다양한 날씨 정보와 캠페인에서 친근한 모습으로 활약하고 있다."
"mcq","기후위기에 대응하기 위해 우리가 일상에서 실천할 수 있는 방법으로 가장 거리가 먼 것은 무엇일까요?","대중교통이나 자전거 적극 이용하기","여름철과 겨울철 실내 적정온도 유지하기","안 쓰는 가전제품의 플러그 뽑기","편리함을 위해 일회용 플라스틱 컵 사용 늘리기","편리함을 위해 일회용 플라스틱 컵 사용 늘리기","플라스틱의 생산과 폐기 과정에서 다량의 온실가스가 발생하므로 다회용기를 사용하는 것이 좋다."
"mcq","기압이 매우 낮은 강한 태풍이 해안가로 접근할 때, 강풍이 바닷물을 해안으로 밀어붙여 바닷물이 육지로 넘쳐흐르는 침수 재해를 무엇이라 하나요?","지진 해일 (쓰나미)","폭풍 해일","이안류","용승","폭풍 해일","태풍의 낮은 기압이 해수면을 끌어올리고 강한 바람이 물결을 밀어붙이면서 막대한 피해를 입히는 현상이다."
"mcq","일기도(날씨 지도)에서 대기의 압력인 '기압'이 같은 곳을 선으로 연결한 것을 무엇이라 하나요?","등온선","등고선","등압선","등심선","등압선","등압선이 촘촘할수록 기압 차이가 크다는 것을 의미하므로, 바람이 매우 강하게 분다."
"mcq","바람이 부는 방향을 측정하는 것은 풍향계입니다. 그렇다면 바람이 부는 속도(세기)를 측정하는 기구를 무엇이라 하나요?","풍속계","우량계","기압계","습도계","풍속계","풍속계는 바람의 빠르기를 측정하며, 주로 초속(m/s)을 단위로 사용한다."
"mcq","자동차 배기가스 등 대기오염 물질이 강한 자외선을 받아 광화학 반응을 일으켜 생성되는 옅은 안개 모양의 스모그 현상을 무엇이라 하나요?","광화학 스모그 (로스앤젤레스형 스모그)","런던형 스모그","황사 스모그","산성 안개","광화학 스모그 (로스앤젤레스형 스모그)","햇빛이 강한 여름철 낮 시간에 주로 발생하며, 호흡기와 눈 점막을 자극하는 오존 농도를 높인다."
"mcq","기업이나 국가가 온실가스 배출 허용량을 할당받고, 남거나 부족한 배출권을 주식처럼 시장에서 사고팔 수 있도록 만든 경제적 제도는 무엇인가요?","탄소세","탄소 국경세","온실가스 배출권 거래제","탄소 포인트제","온실가스 배출권 거래제","온실가스 감축 비용이 적게 드는 기업이 자발적으로 더 많이 감축하여 배출권을 팔 수 있도록 유도하는 제도이다."
"mcq","해수면 상승으로 인해 국토의 대부분이 물에 잠길 위기에 처해, 기후변화의 상징적이고 비극적인 사례로 꼽히는 남태평양의 섬나라는 어디인가요?","투발루","아이슬란드","그린란드","영국","투발루","투발루 등 해발고도가 낮은 작은 섬나라들은 온실가스를 거의 배출하지 않았음에도 생존을 위협받는 '기후 불평등'을 겪고 있다."
"mcq","기후 변화로 인해 전 세계적으로 늘어나고 있는 극한 기상 현상 중 하나로, 오랫동안 비가 내리지 않아 농작물이 메마르고 식수 부족이 발생하는 재해는 무엇인가요?","홍수","폭설","가뭄","폭풍 해일","가뭄","기후변화는 강수량의 불균형을 심화시켜 어떤 곳은 극심한 홍수를, 어떤 곳은 극심한 가뭄을 겪게 만든다."
"mcq","다음 중 인류 활동으로 배출되는 탄소량과 숲, 바다 등이 흡수하는 탄소량을 같게 만들어, 실질적인 탄소의 순 배출량을 '0(Zero)'으로 만들겠다는 목표를 뜻하는 용어는 무엇인가요?","탄소 중립 (Net Zero)","탄소 마이너스","탄소 다이어트","에너지 제로","탄소 중립 (Net Zero)","전 세계 많은 국가들이 기후 재앙을 막기 위해 2050년까지 탄소 중립을 달성하겠다는 목표를 선언했다."
"mcq","유엔 산하에서 기후변화에 관한 과학적 근거를 제공하기 위해 1988년 설립된 협의체로, 정기적으로 기후변화 평가 보고서를 발표하는 기구는 무엇인가요?","UNEP (유엔환경계획)","WMO (세계기상기구)","IPCC (기후변화에 관한 정부간 협의체)","WHO (세계보건기구)","IPCC (기후변화에 관한 정부간 협의체)","IPCC 보고서는 전 세계 정부가 기후변화 대응 정책을 수립하는 데 가장 중요한 과학적 기준으로 사용된다."
"mcq","다음 중 고갈되지 않고 친환경적으로 전기를 생산할 수 있는 '신재생 에너지'가 아닌 것은 무엇인가요?","태양열 에너지","풍력 에너지","수력 에너지","석탄 화력 에너지","석탄 화력 에너지","석탄, 석유 등의 화석 연료는 매장량이 한정되어 있고 연소 시 다량의 온실가스와 미세먼지를 발생시킨다."
"mcq","구름 속의 수증기가 얼어붙어 떨어지는 것으로, 주로 대기가 불안정한 한여름에 높게 발달한 적란운에서 국지적으로 쏟아지는 얼음 알갱이는 무엇인가요?","눈","우박","서리","이슬","우박","강한 상승 기류를 타고 얼음 결정이 오르락내리락하며 크기가 커진 뒤 무거워져 땅으로 떨어지는 현상이다."
"short","대기 중의 이산화탄소와 같은 온실가스가 지구 복사열을 우주로 빠져나가지 못하게 가두어, 마치 비닐하우스처럼 지구의 온도가 올라가는 현상을 무엇이라 하나요?","","","","","온실효과","자연적인 온실효과는 생명체 생존에 필수적이지만, 인간 활동으로 온실가스가 급증하여 온난화를 유발하는 것이 문제다."
"short","매년 4월 22일로, 환경오염과 기후위기 문제의 심각성을 일깨우고 행동을 촉구하기 위해 민간에서 주도하여 제정한 전 세계적인 환경 보호의 날은 언제인가요?","","","","","지구의 날","우리나라도 지구의 날을 전후로 기후변화 주간을 지정하여 소등 행사 등 다양한 캠페인을 진행한다."
"short","제품의 생산부터 폐기까지의 전 과정에서 발생하는 온실가스 발생량을 계산하여 제품에 표기함으로써, 소비자에게 친환경 제품 선택을 돕는 이 제도의 이름은 무엇일까요?","","","","","탄소발자국","발자국처럼 우리가 일상에서 남기는 온실가스의 흔적을 의미하며, 이를 줄이는 노력이 필요하다."
"short","1997년 일본에서 채택된 기후변화 협약으로, 온실가스 배출량이 많았던 선진국들에게 구체적인 감축 목표를 의무적으로 부여했던 이 의정서의 이름은 무엇인가요?","","","","","교토의정서","교토의정서 이후 2015년에 채택된 파리협정은 선진국뿐만 아니라 개발도상국까지 모두 감축 의무를 지게 되었다."
"short","공기 중에 떠다니는 미세한 먼지 입자 중에서도 그 크기가 2.5 마이크로미터(㎛) 이하로 머리카락 굵기의 1/20 크기인 매우 작은 먼지를 가리키는 용어는 무엇인가요?","","","","","초미세먼지","입자가 너무 작아 코점막에서 걸러지지 않고 폐포나 혈관까지 직접 침투하여 건강에 치명적인 영향을 미친다."
"short","태양과 지구, 달이 일직선에 놓이는 보름이나 그믐 때 발생하며, 바닷물을 끌어당기는 힘이 강해져 밀물과 썰물의 수위 차이가 가장 커지는 시기를 일컫는 순우리말은 무엇인가요?","","","","","사리","태풍이 접근할 때 '사리' 기간이 겹치면 해수면이 가장 높아져 해안가 저지대 침수 피해가 훨씬 커진다."
"short","자동차 공회전을 줄이고, 급출발과 급제동을 하지 않으며 정속 주행을 실천하여 연료를 절약하고 온실가스를 줄이는 착한 운전 습관을 무엇이라 하나요?","","","","","친환경 운전 (에코 드라이브)","경제속도 지키기, 트렁크 비우기 등 작은 운전 습관의 변화로도 큰 온실가스 감축 효과를 낼 수 있다."
"short","단순히 버려지는 물건을 재활용(리사이클링)하는 것을 넘어, 새로운 아이디어와 디자인을 더해 가치가 높은 새로운 제품으로 재탄생시키는 것을 무엇이라 하나요?","","","","","새활용 (업사이클링)","버려진 현수막이나 천막으로 튼튼한 가방을 만들거나, 버려진 병을 인테리어 소품으로 만드는 것이 대표적인 예다."
"short","적도 부근의 무역풍이 평년보다 강해져, 동태평양의 차가운 심층수가 더 많이 솟아오름으로써 해수면 온도가 평년보다 0.5도 이상 낮아지는 이상 기후 현상을 무엇이라 하나요?","","","","","라니냐","'엘니뇨'가 남자아이라는 뜻인 반면, 반대 현상인 '라니냐'는 스페인어로 여자아이라는 뜻을 가진다."
"short","대륙과 해양의 비열(온도 변화율) 차이로 인해, 여름과 겨울이라는 계절에 따라 풍향이 거의 반대 방향으로 바뀌어 부는 바람을 무엇이라 하나요?","","","","","계절풍","우리나라는 여름에는 바다에서 부는 덥고 습한 남동 계절풍, 겨울에는 대륙에서 부는 차고 건조한 북서 계절풍의 영향을 받는다."
"ox","독도에는 지구대기감시소가 있어 온실가스 농도를 측정할 수 있다.","O","X","","","O","기상청은 충남 안면도, 제주도 고산, 경북 포항, 울릉도·독도에서 기후변화 원인 물질을 관측하여 기후변화를 감시하고 있다. [cite: 1953]"
"ox","기후는 시간의 흐름에 따른 자연적인 요인의 영향만 받아 평균적인 날씨 패턴이 변화하였다.","O","X","","","X","기후를 바꾸는 원인으로는 자연적 원인과 인위적 원인이 있다. [cite: 1969]"
"ox","온실효과는 지구에 부정적인 영향만을 미치기 때문에 온실가스를 없앨 수 있도록 노력해야 한다.","O","X","","","X","적당한 온실효과는 지구의 온도를 15℃ 정도로 적절하게 유지하여 생명체가 살 수 있는 환경으로 만들어 준다. [cite: 1956]"
"ox","기후변화에 대응하기 위한 전 세계적인 노력의 차원에서 IPCC(기후변화에 관한 정부 간 협의체)를 설립하였다.","O","X","","","O","세계기상기구와 유엔환경계획은 지구환경에 대한 대응 방안을 마련하기 위해 기후변화에 관한 정부 간 협의체를 설립하였다. [cite: 1974]"
"ox","황사는 미세먼지와 동일한 성분으로 자동차 운행이나 공장의 화석연료 사용 등으로도 발생하는 입자들을 의미한다.","O","X","","","X","자동차 운행이나 화석연료 등으로 발생하는 것은 미세먼지라 하며, 황사는 몽골과 중국의 사막 지역 등에서 날아오는 흙먼지이다. [cite: 1987]"
"ox","탄소가 형태를 바꾸면서 기후 시스템 내의 지권, 대기권, 수권, 생물권 사이를 이동하며 순환하는 것을 탄소 순환이라고 한다.","O","X","","","O","탄소 순환은 지구 생태계의 균형을 유지하는데 필수적인 역할을 한다. [cite: 2005]"
"ox","연무는 공기 중의 먼지나 연기 등으로 시정이 흐려진 것을 말한다. 스모그와 같은 뜻으로 쓰인다.","O","X","","","X","연무와 스모그는 비슷하지만 스모그는 주로 오염된 안개 등 공해의 뜻으로 쓰인다. [cite: 2008]"
"ox","해양 산성화란 해수가 대기로부터 이산화탄소를 흡수하여 pH(수소이온농도지수) 값이 높아지는 것이다.","O","X","","","X","해양 산성화는 해수가 대기로부터 이산화탄소를 흡수하여 pH 값이 낮아지는 것이다. [cite: 2007]"
"ox","폭염경보는 일 최고 체감온도 35℃ 이상인 상태가 2일 이상 지속될 것으로 예상될 때 발령된다.","O","X","","","O","폭염경보는 일 최고 체감온도 35℃ 이상이 2일 이상 지속될 것으로 예상되거나 광범위한 지역에서 중대한 피해가 예상될 때 발표한다. [cite: 2022]"
"ox","지구온난화로 폭풍과 홍수가 자주 발생하게 되는 반면, 가뭄으로 인한 피해는 줄어들게 되었다.","O","X","","","X","세계적으로 연강수량은 증가되고 있으나 지역에 따라 가뭄 및 홍수와 같은 서로 반대되는 강수 현상이 심화되고 있다. [cite: 2036]"
"ox","축축한 공기와 건조한 공기 둘 중에서 축축한 공기가 더 무겁다.","O","X","","","X","건조한 공기보다 수소와 산소로 이루어진 축축한(습한) 공기가 분자량이 적기 때문에 더 가볍다. [cite: 2024]"
"ox","해수면 높이의 상승은 지역적으로 다르며, 모든 기후변화 시나리오에서 2100년까지 계속 상승할 것으로 전망된다.","O","X","","","O","큰 열용량과 느린 순환으로 인해 앞으로 수천 년 이상 해수면이 계속해서 높아질 수 있다. [cite: 2039]"
"ox","아침에 안개가 끼면 그날은 흐릴 가능성이 높다.","O","X","","","X","아침에 안개가 끼는 날은 맑은 날이 많다. 안개는 맑고 바람이 약한 밤에 많이 발생하며 이는 맑은 날씨로 이어진다. [cite: 2055]"
"ox","기후변화로 인한 연평균기온의 상승이나 강수량의 변화는 지역별로 다르다.","O","X","","","O","지구온난화로 인해 온도가 올라가는 현상은 바다보다 육지에서 더 크며, 저위도보다는 고위도에서 2~3배 높게 나타난다. [cite: 2071]"
"ox","맑은 날 해안가에서는 하루를 주기로 지표면의 기온차에 의해 국지적 순환인 해륙풍이 발생한다. 낮에는 육풍이 관측된다.","O","X","","","X","해풍은 낮에 태양에 의해 육지가 바다보다 빨리 뜨거워져서 바다에서 육지로 부는 바람이다. [cite: 2058]"
"ox","우리나라 한여름에는 주로 온대저기압의 영향으로 날씨가 자주 변한다.","O","X","","","X","한여름에는 북태평양고기압의 영향으로 덥고 습한 날씨가 주로 나타난다. [cite: 2073]"
"ox","바람과 해류에 의한 열의 전달은 위도별 에너지 불균형을 해소시키는 데 전혀 영향을 주지 않는다.","O","X","","","X","바람과 해류는 위도에 따라 다른 에너지의 불균형을 해소시켜 준다. [cite: 2085]"
"ox","지구의 기온이 상승하여 빙하의 면적이 줄어드는 시기를 간빙기라 한다.","O","X","","","O","지구 빙하의 면적이 줄어드는 시기를 간빙기라 한다. [cite: 2101]"
"ox","지구의 기온 상승 원인은 온실가스에 의한 온실효과만 있다.","O","X","","","X","지구의 기온 상승은 온실효과 외 세차운동, 공전궤도 이심률 변화 등 지구 외적인 요인도 있다. [cite: 2087]"
"ox","습도나 바람 등의 영향을 받아 사람이 체감적으로 느끼는 더위와 추위 정도를 수량화한 추상적인 온도를 화씨온도라 한다.","O","X","","","X","체감온도는 계절에 따라 온도, 습도, 풍속의 영향으로 실제 기온과 다르게 신체 체감상 느끼는 온도이다. [cite: 2103]"
"ox","이산화탄소는 석탄, 석유, 나무와 같은 탄소 성분이 연소 될 때 발생하는 무색, 무취의 유독성 가스이다.","O","X","","","X","이산화탄소는 무색 무취의 가스이나, 유독성 성분을 포함하지 않는다. [cite: 2115]"
"ox","대규모 산불이 발생하면 대기 중 이산화탄소 농도가 높아지고, 숲의 이산화탄소 흡수량은 감소한다.","O","X","","","O","산불로 나무가 연소되어 이산화탄소가 발생하고, 숲이 소실되어 광합성이 감소한다. [cite: 2131]"
"ox","지구온난화로 해수면 온도가 상승하게 되면 태풍은 적도상에서도 발생할 수 있게 된다.","O","X","","","X","적도상에서는 전향력이 작용하지 않기 때문에 태풍은 발생하지 않는다. 지구온난화와 전향력은 무관하다. [cite: 2117]"
"ox","킬링 곡선은 지구 온도 상승과 대기 중 이산화탄소 농도 간 관계를 보여주는 그래프이다. 킬링 곡선을 만들기 위해 안면도 지구대기감시소를 기준 관측소로 지정하여 측정하고 있다.","O","X","","","X","킬링 곡선을 만들기 위해 태평양 한가운데의 관측소인 하와이의 마우나로아 관측소를 선택하여 관측을 시작하였다. [cite: 2135]"
"ox","날씨는 어떤 지역에서 특정한 시간에 나타나는 대기의 상태를 뜻하고, 기후는 어떤 지역에서 장기간에 걸쳐 나타나는 평균적인 대기의 상태를 뜻한다.","O","X","","","O","날씨란 어떤 지역에서 특정한 시간에 나타나는 기온, 강수량 등 대기의 상태를 뜻하며, 기후는 장기간의 평균적인 대기의 상태이다. [cite: 2148]"
"ox","지구에 들어오는 태양복사 에너지는 모두 지표면과 지구 대기에 흡수된다.","O","X","","","X","태양복사 에너지의 약 30%는 반사되거나 산란해 우주로 돌아가고, 나머지 약 70%가 흡수된다. [cite: 2166]"
"ox","지구 대기의 대부분을 차지하고 있는 질소 분자(N₂)와 산소 분자(O₂)도 온실 기체에 해당한다.","O","X","","","X","질소 분자와 산소 분자는 적외선을 흡수하여도 열을 방출하지 않으므로 온실 기체에 해당하지 않는다. [cite: 2154]"
"ox","바다거북의 성별은 알이 부화할 때 온도에 따라 결정되는데, 기후변화로 알의 부화 온도가 상승하며 바다거북의 수가 늘어나고 있다.","O","X","","","X","기후변화로 알의 부화 온도가 상승하며 더 많은 암컷이 태어나고 암컷만 존재하는 지역에서는 번식이 어려워져 바다거북의 수가 줄어들고 있다. [cite: 2169]"
"ox","기후변화로 해충에 의한 감염병과 더위나 추위로 인한 질병에 걸릴 위험이 커지고 있다.","O","X","","","O","기후변화로 인해 모기의 서식지가 확대됨에 따라 말라리아와 뎅기열과 같은 질병의 발생 지역이 넓어지고 있다. [cite: 2182]"
"ox","지구온난화로 인한 기온 상승은 전반적인 물 부족 현상을 더 심화할 것이다.","O","X","","","O","기온 상승은 땅 위에 흐르는 물이 더 빨리 증발하는 원인이 되어 전반적인 물 부족 현상이 더 심화할 것이다. [cite: 2197]"
"ox","유엔기후변화협약(UNFCCC)은 지구온난화를 방지하기 위해 모든 온실기체의 인위적인 배출을 제한하기 위한 협약이다.","O","X","","","O","유엔기후변화협약은 지구온난화를 방지하기 위해 모든 온실기체의 인위적인 배출을 제한하기 위한 협약이다. [cite: 2185]"
"ox","건물의 옥상을 흰색 페인트로 칠하는 것은 폭염에 대비하는 방법이다.","O","X","","","O","건물의 옥상을 흰색 페인트로 칠하면 태양열을 반사하여 실내 온도를 낮출 수 있다. [cite: 2200]"
"ox","기후 시스템의 구성 요소 중 하나인 빙권은 다른 권역에 비해 태양복사 에너지에 대한 반사율이 낮다.","O","X","","","X","빙권은 주로 눈과 얼음으로 덮여 있는 권역으로, 다른 권역에 비해 태양 복사 에너지에 대한 반사율이 높다. [cite: 2215]"
"ox","대기를 이루는 기체는 지구 중력이 크게 작용하는 지표 부근일수록 더 많이 모여 있다.","O","X","","","O","대기를 이루는 기체는 지구 중력이 크게 작용하는 지표에 가까울수록 더 많이 모여 있다. [cite: 2231]"
"ox","지구와 달의 평균 온도가 차이 나는 까닭은 온실효과 때문이다.","O","X","","","O","지구에서는 대기 중에 포함된 온실 기체가 온실효과를 일으켜 평균 온도가 비교적 높게 나타난다. [cite: 2219]"
"ox","공기 중에 포함된 실제 수증기의 양이 일정할 때 기온이 높을수록 상대습도가 높아진다.","O","X","","","X","기온이 높아져 포화 수증기량이 증가하면 상대습도는 낮아진다. [cite: 2236]"
"ox","저위도 지역의 구름은 내부 온도가 0℃ 보다 낮아 주로 얼음 알갱이로 이루어져 있다.","O","X","","","X","저위도 지역의 구름은 내부 온도가 0℃ 보다 높아 주로 물방울로 이루어져 있다. [cite: 2250]"
"ox","대기 대순환은 장기간에 걸친 대기의 흐름을 평균한 것으로, 이 흐름에 따라 고위도의 남는 에너지가 저위도로 운반된다.","O","X","","","X","대기 대순환을 통해 저위도 지역의 남는 에너지가 고위도 지역으로 이동하면서 위도 사이에서 나타나는 에너지 불균형을 해소한다. [cite: 2266]"
"ox","물을 담은 유리컵을 종이로 덮고 거꾸로 뒤집어도 물이 쏟아지지 않는 까닭은 기압이 모든 방향으로 작용하기 때문이다.","O","X","","","O","기압은 모든 방향으로 작용한다. 물을 담은 컵을 뒤집어도 쏟아지지 않는 현상 등을 통해 알 수 있다. [cite: 2252]"
"ox","바람은 지표면의 온도 차이에 따른 기압 차이로 발생한다.","O","X","","","O","지표면의 온도가 높은 곳과 낮은 곳의 기압 차이가 발생하며, 바람은 기압이 높은 곳에서 낮은 곳으로 분다. [cite: 2268]"
"ox","우리나라에서는 겨울철에 오호츠크해 기단의 영향을 받아 북동 계절풍이 불고, 매우 춥고 습한 날씨가 나타난다.","O","X","","","X","겨울철에는 시베리아 기단의 영향을 받아 북서 계절풍이 불며 매우 춥고 건조한 날씨가 나타난다. [cite: 2283]"
"ox","한랭 전선에서는 전선의 뒤쪽에서 비가 내리고, 온난 전선에서는 전선의 앞쪽에서 비가 내린다.","O","X","","","O","한랭 전선에서는 전선의 뒤쪽 좁은 지역에서 비가 내리고, 온난 전선에서는 전선의 앞쪽 넓은 범위에 걸쳐 비가 내린다. [cite: 2298]"
"ox","무역풍이 평상시보다 약해지면 서태평양의 따뜻한 해수가 동쪽으로 이동하고, 이에 따라 동태평양의 표층 수온이 높아져 라니냐가 발생한다.","O","X","","","X","무역풍이 약해져 따뜻한 해수가 동쪽으로 이동하여 동태평양의 수온이 높아지는 현상은 엘니뇨이다. [cite: 2286]"
"ox","기후변화로 인해 인공위성의 궤도가 불안정해져 충돌 위험이 높아지고 있다.","O","X","","","O","기후변화로 인해 지구 대기의 밀도가 변하면서 저궤도 인공위성의 궤도가 불안정해져 충돌 위험이 증가할 수 있다. [cite: 2300]"
"ox","기후변화는 공중보건에도 영향을 미치며, 말라리아, 뎅기열과 같은 감염병의 확산 범위에도 영향을 미친다.","O","X","","","O","기온 상승으로 인해 감염병을 일으키는 모기 등의 해충이 서식하는 범위가 넓어지고 있다. [cite: 2313]"
"ox","탄소중립(Net Zero)은 이산화탄소 배출량을 0으로 만드는 것을 의미한다.","O","X","","","X","탄소중립은 탄소배출량과 흡수량을 같게 만들어 실질적인 순 배출을 0으로 만드는 것을 의미한다. [cite: 2328]"
"ox","24절기 중의 하나인 하짓날은 태양의 남중고도가 가장 높을 때이며, 일사량과 일사 시간이 가장 많을 때다.","O","X","","","O","하짓날은 태양의 남중고도가 가장 높아서 일년 중 낮의 길이가 가장 긴 절기이다. [cite: 2315]"
"ox","우리나라 여름의 기압배치는 남고북저형으로 남동계절풍이 불어오며, 무더위, 폭염, 열대야, 태풍과 같은 날씨를 보인다.","O","X","","","O","우리나라 여름철의 전형적인 기압배치는 남고북저형이며, 북태평양 고기압의 영향으로 남동계절풍이 분다. [cite: 2330]"
"ox","무지개는 비가 온 후 또는 비가 오는 중에 해가 나타날 때 주로 볼 수 있다.","O","X","","","O","무지개는 공기 중에 물방울이 있고, 그 물방울에 햇빛이 비칠 때 형성된다. [cite: 2343]"
"ox","삼림 벌채는 대기 중 이산화탄소를 흡수하는 능력을 감소시켜 지구온난화를 가속한다.","O","X","","","O","숲은 광합성을 통해 이산화탄소를 흡수하는 중요한 탄소 저장고 역할을 하므로 삼림 벌채는 이 기능을 약화시킨다. [cite: 2358]"
"ox","기후변화는 인간의 활동과 무관하게 오직 자연적인 원인으로만 발생한다.","O","X","","","X","기후변화는 화산폭발 등 자연적인 원인도 있지만, 화석연료 사용과 같은 인간의 인위적인 활동에 의해 크게 가속화되고 있다."
"ox","엘니뇨 현상은 동태평양 적도 부근의 해수면 온도가 평년보다 0.5도 이상 높아지는 현상이다.","O","X","","","O","무역풍이 약해지면서 따뜻한 해수가 동쪽으로 이동해 동태평양의 수온이 비정상적으로 높아지는 현상이다."
"ox","온실가스 중 현재 지구온난화에 가장 큰 영향을 미치고 있는 기체는 이산화탄소(CO2)이다.","O","X","","","O","이산화탄소는 전체 온실가스 배출량의 약 80%를 차지하며, 화석연료 연소 시 대량으로 발생한다."
"ox","산림은 대기 중의 산소를 흡수하고 이산화탄소를 배출하는 역할을 하여 온난화를 가속시킨다.","O","X","","","X","산림은 광합성을 통해 이산화탄소를 흡수하고 산소를 배출하는 훌륭한 탄소 흡수원(그린 카본)이다."
"ox","풍력 발전, 태양광 발전 등의 재생에너지는 화석연료와 달리 고갈될 염려가 없고 온실가스를 거의 배출하지 않는다.","O","X","","","O","신재생 에너지는 온실가스 배출이 거의 없는 친환경 에너지로, 기후위기 극복을 위한 핵심 대안이다."
"ox","온난화로 인해 빙하가 녹으면 지표면의 햇빛 반사율(알베도)이 높아져 지구의 온도가 낮아진다.","O","X","","","X","흰색의 빙하가 녹아 어두운 바다가 드러나면 햇빛 반사율(알베도)이 낮아져 오히려 열 흡수가 증가해 온난화가 가속된다."
"ox","해양 산성화는 바다가 대기 중의 이산화탄소를 너무 많이 흡수하여 산성으로 변하는 현상으로, 해양 생태계에 악영향을 미친다.","O","X","","","O","해양이 산성화되면 산호초가 하얗게 죽어가는 백화현상이 발생하고, 조개류의 껍데기가 녹는 등 심각한 피해가 발생한다."
"ox","폭염, 가뭄, 홍수와 같은 극단적인 이상 기상 현상은 지구온난화로 인한 기후변화와 깊은 관련이 있다.","O","X","","","O","지구의 평균 기온이 상승하면 기후 시스템의 불균형이 커져 극단적인 기상 현상의 빈도와 강도가 모두 증가한다."
"ox","오존층 파괴의 주된 원인은 프레온가스(CFCs)이며, 이를 규제하기 위해 몬트리올 의정서가 채택되었다.","O","X","","","O","몬트리올 의정서의 성공적인 이행 덕분에 파괴되었던 남극 상공의 오존층이 서서히 회복되고 있다."
"ox","탄소발자국 표지 제도는 제품의 원료 채취부터 폐기까지 전 과정에서 발생하는 온실가스 배출량을 제품에 표시하는 제도이다.","O","X","","","O","소비자가 온실가스 배출량이 적은 친환경 저탄소 제품을 쉽게 선택할 수 있도록 돕기 위해 도입되었다."
"mcq","다음 중 기후변화를 일으키는 인위적 원인으로 가장 거리가 먼 것은 무엇일까요?","화석연료의 대량 사용","무분별한 삼림 파괴","대규모 화산 폭발","공장 등 산업 활동 증가","대규모 화산 폭발","화산 폭발은 화산재로 인해 햇빛을 차단하여 일시적인 기온 하강을 일으킬 수 있는 기후변화의 자연적 원인이다."
"mcq","일상생활에서 온실가스 배출을 줄이기 위한 실천 방법으로 적절하지 않은 것은 무엇일까요?","대중교통이나 자전거 이용하기","안 쓰는 가전제품의 플러그 뽑기","일회용 플라스틱 제품 사용 늘리기","여름철과 겨울철 실내 적정 온도 유지하기","일회용 플라스틱 제품 사용 늘리기","플라스틱은 생산부터 폐기(소각)까지 전 과정에서 막대한 양의 온실가스를 배출하므로 다회용품을 사용해야 한다."
"mcq","2015년 프랑스에서 채택된 협약으로, 산업화 이전 대비 지구 평균 기온 상승을 1.5℃ 이하로 제한하기 위해 모든 국가가 노력하기로 한 협정은 무엇인가요?","교토의정서","파리협정","몬트리올의정서","람사르협약","파리협정","파리협정은 선진국에만 의무를 지웠던 교토의정서와 달리 개발도상국을 포함한 모든 당사국이 온실가스 감축에 참여한다."
"mcq","다음 중 고갈될 위험이 없고 온실가스를 배출하지 않는 친환경적인 신재생에너지에 속하지 않는 것은 무엇일까요?","태양광 에너지","풍력 에너지","석탄 화력 에너지","지열 에너지","석탄 화력 에너지","석탄, 석유 등의 화석연료는 매장량이 한정되어 있으며 다량의 온실가스와 미세먼지를 배출한다."
"mcq","세계기상기구(WMO)와 유엔환경계획(UNEP)이 기후변화에 대처하기 위해 과학적 근거를 제공하고자 공동으로 설립한 국제기구는 무엇인가요?","WHO (세계보건기구)","IPCC (기후변화에 관한 정부 간 협의체)","IMF (국제통화기금)","WTO (세계무역기구)","IPCC (기후변화에 관한 정부 간 협의체)","IPCC가 정기적으로 발행하는 평가 보고서는 전 세계 정부가 기후 대응 정책을 세우는 가장 중요한 기준이 된다."
